id,protocol,source_ip,source_port,dest_ip,dest_port,action,time
830,tcp,45.224.149.15,999,134.195.158.54,4,established,2025-03-10 02:44:04
831,tcp,31.129.97.241,80,45.224.149.15,33,established,2025-03-09 15:49:21
832,tcp,45.224.149.15,378,27.25.142.244,80,established,2025-03-09 08:25:14
833,tcp,192.168.20.21,416,163.70.152.34,44,established,2025-03-09 05:22:17
834,tcp,45.224.149.15,999,112.104.138.63,6,established,2025-03-10 11:01:41
835,tcp,68.183.231.98,350,45.224.149.15,99,established,2025-03-09 14:37:25
836,tcp,45.224.149.15,999,167.99.79.152,57,established,2025-03-09 06:50:06
837,tcp,45.224.149.15,999,159.65.134.137,3,established,2025-03-09 14:31:22
838,tcp,188.93.211.17,22,45.224.149.15,42,established,2025-03-09 04:31:14
839,tcp,192.168.20.140,39,74.125.141.188,5,established,2025-03-09 00:03:17
840,tcp,45.224.149.15,599,95.129.234.27,44,established,2025-03-10 08:07:35
841,tcp,45.224.149.15,330,156.246.13.206,4,established,2025-03-10 19:08:59
842,tcp,151.243.11.35,566,45.224.149.15,99,established,2025-03-09 00:55:33
843,tcp,31.129.97.241,80,45.224.149.15,44,established,2025-03-09 08:04:00
844,tcp,31.129.97.241,80,45.224.149.15,39,established,2025-03-09 17:56:10
845,tcp,45.224.149.15,999,176.65.128.69,60,established,2025-03-10 17:24:07
846,tcp,45.224.149.15,348,116.202.109.224,80,established,2025-03-10 13:00:11
847,tcp,45.224.149.15,423,91.106.207.43,80,established,2025-03-09 22:27:14
848,tcp,192.168.20.17,366,108.177.12.188,5,established,2025-03-10 10:13:00
849,tcp,172.8.26.9,44082,119.8.192.92,443,established,2025-03-10 09:56:51
850,tcp,178.128.124.214,5,45.224.149.15,99,established,2025-03-10 09:17:07
851,tcp,95.129.234.27,443,45.224.149.15,39,established,2025-03-09 03:26:16
852,tcp,66.254.114.41,443,45.224.149.15,46,established,2025-03-09 04:46:23
853,tcp,45.224.149.15,999,176.65.128.69,32,established,2025-03-09 23:40:51
854,tcp,192.168.20.87,346,172.217.204.188,80,established,2025-03-09 07:17:21
855,tcp,100.42.176.145,59,45.224.149.15,99,established,2025-03-10 08:06:40
856,tcp,47.104.185.217,80,45.224.149.15,33,established,2025-03-10 13:45:37
857,tcp,45.224.149.15,465,199.188.205.22,4,established,2025-03-09 16:30:03
858,tcp,45.224.149.15,999,157.245.150.230,80,established,2025-03-09 21:01:47
859,tcp,104.248.148.61,44,45.224.149.15,99,established,2025-03-10 10:35:44
860,tcp,43.226.79.178,395,45.224.149.15,52,established,2025-03-09 09:40:44
861,tcp,31.31.196.109,80,45.224.149.15,53,established,2025-03-09 17:42:32
862,tcp,172.8.26.5,58896,200.24.144.205,4,established,2025-03-10 19:02:31
863,tcp,192.168.20.22,512,200.24.128.18,44,established,2025-03-10 00:27:42
864,tcp,47.104.185.217,80,45.224.149.15,56,established,2025-03-10 09:25:50
865,tcp,192.168.20.24,481,163.70.152.21,44,established,2025-03-10 21:29:48
866,tcp,45.224.149.15,552,80.78.247.148,22,established,2025-03-10 02:47:52
867,tcp,23.171.216.90,626,45.224.149.15,47,established,2025-03-09 12:23:52
868,tcp,31.129.97.241,80,45.224.149.15,48,established,2025-03-10 16:36:20
869,tcp,45.224.149.15,493,195.239.64.85,80,established,2025-03-09 08:12:24
870,tcp,192.168.20.101,47,74.125.141.188,5,established,2025-03-10 18:55:31
871,tcp,45.224.149.15,334,188.93.211.17,88,established,2025-03-09 17:48:56
872,tcp,31.129.97.241,80,45.224.149.15,40,established,2025-03-10 12:49:18
873,udp,192.168.20.13,467,157.240.14.19,44,established,2025-03-10 11:35:16
874,tcp,104.248.144.152,5,45.224.149.15,99,established,2025-03-09 05:05:37
875,tcp,45.224.149.15,551,188.93.211.17,22,established,2025-03-09 01:46:18
876,tcp,45.224.149.15,999,176.65.128.69,54,established,2025-03-10 20:19:35
877,tcp,95.129.234.27,443,45.224.149.15,52,established,2025-03-10 07:18:55
878,tcp,185.149.120.17,44,45.224.149.15,48,established,2025-03-09 05:49:28
879,tcp,45.224.149.15,999,206.189.80.12,38,established,2025-03-09 02:11:28
880,tcp,45.224.149.15,566,91.106.207.43,80,established,2025-03-09 07:58:45
881,tcp,45.224.149.15,999,176.65.128.69,49,established,2025-03-09 22:40:52
882,tcp,91.107.144.141,51,45.224.149.15,99,established,2025-03-10 10:52:12
883,tcp,103.80.135.13,443,45.224.149.15,41,established,2025-03-09 01:49:05
884,tcp,45.13.151.75,1080,45.224.149.15,48,established,2025-03-09 12:30:36
885,tcp,172.8.26.20,58426,184.72.217.164,4,established,2025-03-09 18:54:52
886,tcp,45.224.149.15,999,134.195.158.54,5,established,2025-03-09 17:13:38
887,udp,23.122.230.178,53,45.224.149.15,53,refused,2025-03-09 23:52:31
888,tcp,192.168.20.224,33,173.194.215.188,80,established,2025-03-10 01:51:54
889,tcp,45.224.149.15,507,23.171.216.134,6,established,2025-03-10 06:47:58
890,tcp,45.224.149.15,999,206.189.81.9,541,established,2025-03-09 19:19:24
891,tcp,95.129.234.27,443,45.224.149.15,54,established,2025-03-09 03:12:48
892,tcp,203.161.47.235,53,45.224.149.15,99,established,2025-03-10 07:58:59
893,tcp,45.224.149.15,607,31.129.97.241,80,established,2025-03-10 02:47:58
894,udp,192.168.20.222,14,190.111.80.199,4,established,2025-03-09 11:27:09
895,tcp,206.189.88.214,49,45.224.149.15,99,established,2025-03-10 02:17:24
896,tcp,95.129.234.27,443,45.224.149.15,34,established,2025-03-09 20:40:04
897,tcp,43.248.173.238,44,45.224.149.15,39,established,2025-03-10 15:42:55
898,tcp,45.224.149.15,999,178.128.84.170,6,established,2025-03-10 02:48:38
899,tcp,172.8.26.9,57926,172.217.203.188,80,established,2025-03-09 06:15:04
900,tcp,146.190.97.199,36,45.224.149.15,99,established,2025-03-09 11:14:20
901,tcp,192.168.20.52,436,74.125.26.188,52,established,2025-03-10 07:11:07
902,tcp,31.129.97.241,80,45.224.149.15,49,established,2025-03-09 01:27:15
903,tcp,45.224.149.15,999,178.237.58.185,5,established,2025-03-09 07:58:39
904,tcp,192.168.20.199,41,108.177.12.188,5,established,2025-03-10 00:54:46
905,tcp,45.224.149.15,497,185.107.193.186,80,established,2025-03-10 14:52:11
906,tcp,45.224.149.15,393,199.188.205.22,4,established,2025-03-09 22:10:48
907,tcp,91.106.207.43,80,45.224.149.15,36,established,2025-03-09 02:30:54
908,tcp,45.224.149.15,371,199.188.205.22,4,established,2025-03-10 18:18:03
909,tcp,31.129.97.241,80,45.224.149.15,44,established,2025-03-10 03:43:22
910,tcp,103.253.145.96,45,45.224.149.15,99,established,2025-03-09 18:05:56
911,tcp,199.189.85.9,5947,45.224.149.15,99,established,2025-03-10 08:14:19
912,tcp,45.130.230.174,44,45.224.149.15,59,established,2025-03-10 21:13:05
913,tcp,51.158.204.188,46,45.224.149.15,99,established,2025-03-10 21:02:39
914,tcp,156.196.17.202,52,45.224.149.15,99,established,2025-03-10 14:43:02
915,tcp,206.189.88.214,50,45.224.149.15,99,established,2025-03-09 07:14:36
916,tcp,31.129.97.241,80,45.224.149.15,40,established,2025-03-09 03:42:00
917,tcp,51.15.21.147,4784,45.224.149.15,99,established,2025-03-09 20:59:28
918,tcp,95.163.239.138,80,45.224.149.15,35,established,2025-03-09 13:14:06
919,tcp,45.224.149.15,599,66.29.132.30,443,established,2025-03-09 01:09:42
920,tcp,31.129.97.241,80,45.224.149.15,59,established,2025-03-09 14:00:15
921,tcp,66.29.132.30,443,45.224.149.15,35,established,2025-03-09 16:55:38
922,tcp,45.224.149.15,586,31.129.97.241,80,established,2025-03-09 07:53:11
923,tcp,45.224.149.15,411,75.2.18.233,443,established,2025-03-10 15:52:57
924,tcp,45.224.149.15,999,152.42.248.10,51,established,2025-03-10 02:39:26
925,tcp,45.224.149.15,999,68.183.238.48,38,established,2025-03-09 15:02:38
926,tcp,172.8.26.7,2091,45.57.40.1,443,established,2025-03-09 13:55:46
927,tcp,192.168.20.199,49,172.172.255.216,80,established,2025-03-09 05:45:04
928,tcp,157.230.32.70,603,45.224.149.15,99,established,2025-03-09 18:14:51
929,tcp,95.163.239.138,80,45.224.149.15,42,established,2025-03-09 11:26:38
930,tcp,172.8.26.12,44604,8.222.149.19,443,established,2025-03-09 14:42:47
931,tcp,31.129.97.241,80,45.224.149.15,54,established,2025-03-09 04:40:11
932,tcp,45.224.149.15,430,199.188.205.22,4,established,2025-03-10 00:33:00
933,tcp,192.168.20.85,382,163.70.152.21,44,established,2025-03-10 13:34:30
934,tcp,45.224.149.15,353,199.188.205.22,4,established,2025-03-10 00:15:37
935,tcp,95.129.234.27,443,45.224.149.15,41,established,2025-03-09 23:06:26
936,tcp,31.129.97.241,80,45.224.149.15,52,established,2025-03-09 19:23:49
937,tcp,91.106.207.43,80,45.224.149.15,55,established,2025-03-09 08:01:50
938,tcp,45.224.149.15,999,156.253.227.215,80,established,2025-03-09 17:43:00
939,tcp,192.168.20.21,580,108.177.12.188,5,established,2025-03-09 19:32:04
940,tcp,139.59.235.235,58,45.224.149.15,99,established,2025-03-09 10:20:49
941,tcp,199.189.85.11,502,45.224.149.15,99,established,2025-03-10 13:57:56
942,tcp,172.8.26.12,33338,174.129.170.242,80,established,2025-03-09 02:47:26
943,tcp,91.106.207.43,80,45.224.149.15,33,established,2025-03-09 08:42:58
944,tcp,45.224.149.15,999,134.195.158.54,4,established,2025-03-10 16:45:40
945,tcp,45.224.149.15,506,91.106.207.43,80,established,2025-03-09 09:22:09
946,tcp,170.39.193.187,55,45.224.149.15,99,established,2025-03-10 21:42:51
947,tcp,23.169.56.24,6166,45.224.149.15,37,established,2025-03-09 20:25:33
948,tcp,170.39.193.146,54,45.224.149.15,99,established,2025-03-10 16:05:11
949,tcp,45.224.149.15,465,188.93.211.17,22,established,2025-03-10 07:42:09
950,tcp,134.199.144.147,4,45.224.149.15,99,established,2025-03-10 15:39:25
951,tcp,170.39.194.20,383,45.224.149.15,99,established,2025-03-09 13:05:49
952,tcp,45.224.149.15,999,65.109.35.187,53,established,2025-03-10 12:17:54
953,tcp,45.224.149.15,395,45.130.230.174,4,established,2025-03-09 06:41:17
954,tcp,45.224.149.15,999,128.199.164.67,4,established,2025-03-09 05:50:08
955,tcp,45.224.149.15,344,91.106.207.43,80,established,2025-03-10 00:56:10
956,tcp,128.199.192.241,3,45.224.149.15,99,established,2025-03-10 09:34:38
957,tcp,89.169.36.113,465,45.224.149.15,99,established,2025-03-10 13:16:35
958,tcp,95.163.238.143,80,45.224.149.15,44,established,2025-03-09 23:57:13
959,tcp,172.8.26.8,43184,108.177.11.188,5,established,2025-03-09 00:26:04
960,tcp,151.243.11.38,461,45.224.149.15,99,established,2025-03-09 10:07:59
961,tcp,45.224.149.15,352,162.0.215.33,443,established,2025-03-10 15:18:14
962,tcp,31.129.97.241,80,45.224.149.15,39,established,2025-03-10 20:59:25
963,tcp,192.64.117.94,443,45.224.149.15,60,established,2025-03-09 14:00:16
964,tcp,45.224.149.15,999,128.199.184.37,3,established,2025-03-10 04:07:27
965,tcp,45.224.149.15,999,176.65.128.69,44,established,2025-03-10 06:38:46
966,tcp,148.72.152.225,38,45.224.149.15,99,established,2025-03-09 20:20:21
967,tcp,45.224.149.15,999,68.183.183.161,3,established,2025-03-10 16:09:55
968,tcp,45.224.149.15,465,80.78.247.148,22,established,2025-03-09 12:02:51
969,tcp,45.224.149.15,482,91.106.207.43,80,established,2025-03-10 19:13:54
970,tcp,206.189.88.214,35,45.224.149.15,99,established,2025-03-09 03:10:08
971,tcp,68.183.231.75,509,45.224.149.15,99,established,2025-03-09 06:37:34
972,tcp,45.224.149.15,999,134.195.158.53,4,established,2025-03-10 08:05:59
973,tcp,170.39.194.40,464,45.224.149.15,99,established,2025-03-10 09:23:45
974,tcp,203.161.47.225,45,45.224.149.15,99,established,2025-03-10 19:45:38
975,tcp,31.129.97.241,80,45.224.149.15,46,established,2025-03-09 01:22:31
976,tcp,45.224.149.15,999,154.16.27.122,58,established,2025-03-09 11:58:07
977,tcp,178.128.80.94,460,45.224.149.15,99,established,2025-03-10 00:55:26
978,tcp,45.224.149.15,542,91.106.207.43,80,established,2025-03-09 07:56:30
979,tcp,45.224.149.15,999,156.253.227.215,80,established,2025-03-09 02:22:58
980,tcp,192.168.20.8,3964,173.194.210.188,80,established,2025-03-09 18:22:59
981,tcp,45.224.149.15,432,195.239.64.191,8,established,2025-03-10 17:48:45
982,tcp,81.94.158.218,487,45.224.149.15,99,established,2025-03-09 04:06:33
983,tcp,91.106.207.43,80,45.224.149.15,49,established,2025-03-09 11:35:54
984,tcp,45.224.149.15,567,66.29.132.30,443,established,2025-03-09 03:14:06
985,tcp,45.224.149.15,579,195.239.64.85,80,established,2025-03-09 01:50:24
986,tcp,103.17.76.8,443,45.224.149.15,50,established,2025-03-09 07:31:17
987,tcp,203.161.47.32,394,45.224.149.15,99,established,2025-03-09 05:52:19
988,tcp,45.224.149.15,517,37.77.105.156,80,established,2025-03-09 12:53:54
989,tcp,47.104.185.217,80,45.224.149.15,53,established,2025-03-10 02:59:29
990,tcp,31.129.97.241,80,45.224.149.15,43,established,2025-03-10 14:50:21
991,tcp,45.224.149.15,384,91.106.207.43,80,established,2025-03-09 08:06:04
992,tcp,47.104.185.217,80,45.224.149.15,47,established,2025-03-10 00:06:44
993,tcp,45.224.149.15,344,162.0.215.33,443,established,2025-03-10 20:44:40
994,tcp,88.223.89.101,443,45.224.149.15,52,established,2025-03-09 21:28:13
995,tcp,104.248.144.152,3,45.224.149.15,99,established,2025-03-10 07:42:52
996,tcp,178.237.58.249,45,45.224.149.15,99,established,2025-03-09 00:04:09
997,tcp,172.8.26.8,36056,108.177.11.188,5,established,2025-03-10 03:05:01
998,tcp,45.224.149.15,999,134.195.158.54,5,established,2025-03-09 01:40:33
999,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-09 18:21:48
1000,tcp,89.169.36.113,52,45.224.149.15,9,established,2025-03-09 12:29:11
1001,tcp,192.168.20.168,4,172.217.203.188,80,established,2025-03-09 06:59:18
1002,tcp,45.224.149.15,99,128.199.92.48,4,established,2025-03-09 07:37:06
1003,tcp,178.237.58.240,4,45.224.149.15,9,established,2025-03-10 11:30:34
1004,tcp,45.224.149.15,55,195.239.64.85,8,established,2025-03-10 05:53:11
1005,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-10 13:22:52
1006,tcp,45.224.149.15,99,159.223.60.233,80,established,2025-03-10 02:40:11
1007,tcp,154.81.156.5,340,45.224.149.15,9,established,2025-03-09 00:20:47
1008,tcp,192.168.20.22,46,142.251.135.163,80,established,2025-03-10 15:52:55
1009,tcp,178.128.124.214,80,45.224.149.15,9,established,2025-03-09 13:48:00
1010,tcp,192.168.20.46,34,74.125.26.188,5,established,2025-03-09 14:06:19
1011,tcp,170.39.194.20,48,45.224.149.15,9,established,2025-03-09 06:59:10
1012,tcp,45.224.149.15,48,195.239.64.85,8,established,2025-03-09 03:05:05
1013,tcp,134.195.158.124,80,45.224.149.15,9,established,2025-03-09 17:42:48
1014,tcp,192.168.20.174,4,173.194.215.188,80,established,2025-03-10 10:15:08
1015,tcp,163.172.69.173,4,45.224.149.15,9,established,2025-03-09 09:58:05
1016,tcp,192.168.20.163,5,142.251.107.188,80,established,2025-03-10 17:02:02
1017,tcp,192.168.20.21,39,8.8.8.8,443,established,2025-03-09 01:49:14
1018,tcp,45.224.149.15,99,128.199.96.38,4,established,2025-03-09 01:30:27
1019,tcp,45.224.149.15,41,199.188.205.22,80,established,2025-03-10 21:04:42
1020,tcp,45.224.149.15,99,128.199.164.67,80,established,2025-03-09 21:25:05
1021,tcp,170.39.194.120,4,45.224.149.15,9,established,2025-03-10 17:52:58
1022,tcp,45.224.149.15,99,178.128.50.241,80,established,2025-03-10 13:50:33
1023,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-09 12:15:22
1024,tcp,45.224.149.15,99,128.199.96.38,5,established,2025-03-10 09:47:15
1025,tcp,203.161.47.75,33,45.224.149.15,9,established,2025-03-09 13:58:49
1026,tcp,18.167.102.138,4,45.224.149.15,4,established,2025-03-10 09:17:59
1027,udp,172.8.26.5,56687,142.250.78.78,4,established,2025-03-10 11:09:12
1028,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-09 17:05:35
1029,tcp,45.224.149.15,99,159.89.197.97,5,established,2025-03-09 03:54:07
1030,tcp,199.189.85.11,49,45.224.149.15,9,established,2025-03-09 02:55:59
1031,tcp,31.129.97.241,80,45.224.149.15,3,established,2025-03-10 11:42:09
1032,tcp,192.168.20.52,47,163.70.152.40,4,established,2025-03-10 04:41:07
1033,tcp,151.243.11.26,38,45.224.149.15,9,established,2025-03-09 16:07:52
1034,tcp,192.168.20.222,5,173.194.217.188,80,established,2025-03-09 17:39:29
1035,tcp,178.237.58.249,3,45.224.149.15,9,established,2025-03-09 10:30:06
1036,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 15:23:42
1037,tcp,192.168.20.22,37,44.194.40.69,44,established,2025-03-10 20:14:57
1038,tcp,45.224.149.15,49,195.239.64.191,80,established,2025-03-09 12:38:43
1039,tcp,103.17.76.8,443,45.224.149.15,4,established,2025-03-09 09:49:33
1040,tcp,95.129.234.27,44,45.224.149.15,4,established,2025-03-10 09:22:55
1041,tcp,43.226.79.178,39,45.224.149.15,3,established,2025-03-10 10:22:14
1042,tcp,45.224.149.15,99,167.71.209.18,5,established,2025-03-09 23:01:18
1043,tcp,103.140.90.101,4,45.224.149.15,4,established,2025-03-10 08:15:08
1044,tcp,45.224.149.15,45,91.106.207.43,8,established,2025-03-10 19:02:55
1045,tcp,45.224.149.15,99,178.128.27.146,80,established,2025-03-09 23:00:33
1046,tcp,192.168.20.21,47,74.125.26.188,5,established,2025-03-09 13:31:23
1047,tcp,45.224.149.15,36,109.194.54.42,2,established,2025-03-09 21:39:13
1048,tcp,31.129.97.241,80,45.224.149.15,4,established,2025-03-10 11:34:58
1049,tcp,45.224.149.15,35,91.106.207.43,8,established,2025-03-10 21:01:35
1050,tcp,45.224.149.15,54,162.0.215.33,44,established,2025-03-09 12:17:34
1051,tcp,45.224.149.15,99,176.65.128.69,5,established,2025-03-09 03:07:15
1052,tcp,104.248.144.152,80,45.224.149.15,9,established,2025-03-09 13:26:13
1053,tcp,45.224.149.15,40,91.106.207.43,8,established,2025-03-09 23:43:47
1054,tcp,192.168.20.199,4,43.159.40.138,5,established,2025-03-10 06:46:02
1055,tcp,192.168.20.42,58,74.125.134.188,80,established,2025-03-09 02:11:42
1056,tcp,192.168.20.222,3,31.13.65.33,443,established,2025-03-09 06:56:17
1057,tcp,199.189.85.11,37,45.224.149.15,9,established,2025-03-10 08:10:27
1058,tcp,103.17.76.8,443,45.224.149.15,3,established,2025-03-09 19:24:22
1059,tcp,152.42.243.252,5,45.224.149.15,9,established,2025-03-10 11:36:25
1060,tcp,45.224.149.15,48,91.106.207.43,8,established,2025-03-10 01:51:27
1061,tcp,202.95.15.108,44,45.224.149.15,4,established,2025-03-09 14:44:16
1062,tcp,45.224.149.15,99,176.65.128.69,6,established,2025-03-10 19:07:59
1063,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-09 06:08:53
1064,tcp,45.224.149.15,99,157.245.59.242,80,established,2025-03-09 14:50:56
1065,tcp,45.224.149.15,53,95.163.239.138,80,established,2025-03-09 11:52:48
1066,tcp,45.224.149.15,38,195.239.64.95,8,established,2025-03-09 16:23:11
1067,tcp,45.224.149.15,46,199.188.205.22,80,established,2025-03-09 14:57:45
1068,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-10 20:52:40
1069,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 11:56:24
1070,tcp,170.39.193.146,5,45.224.149.15,9,established,2025-03-10 19:40:18
1071,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 06:21:28
1072,tcp,45.224.149.15,99,176.65.128.69,5,established,2025-03-10 04:18:38
1073,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 01:40:39
1074,tcp,192.168.20.85,33,142.251.107.188,80,established,2025-03-10 19:56:38
1075,tcp,128.199.241.186,80,45.224.149.15,9,established,2025-03-10 02:08:45
1076,tcp,178.237.58.185,5,45.224.149.15,9,established,2025-03-09 05:00:18
1077,tcp,199.189.85.10,58,45.224.149.15,9,established,2025-03-10 08:54:27
1078,tcp,167.71.198.10,44,45.224.149.15,9,established,2025-03-09 14:18:29
1079,tcp,170.39.193.187,5,45.224.149.15,9,established,2025-03-10 02:24:09
1080,tcp,194.233.73.213,5,45.224.149.15,9,established,2025-03-10 02:55:44
1081,tcp,45.224.149.15,36,66.29.132.30,44,established,2025-03-10 04:22:38
1082,tcp,192.168.20.26,48,108.177.11.188,80,established,2025-03-10 02:26:33
1083,tcp,203.161.47.224,3,45.224.149.15,9,established,2025-03-10 16:30:01
1084,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-09 10:43:29
1085,tcp,68.183.231.75,56,45.224.149.15,9,established,2025-03-09 08:51:59
1086,tcp,192.168.20.163,4,172.217.203.188,80,established,2025-03-10 16:16:03
1087,tcp,95.129.234.27,44,45.224.149.15,4,established,2025-03-10 13:30:48
1088,tcp,170.39.194.120,4,45.224.149.15,9,established,2025-03-09 10:01:47
1089,tcp,199.189.85.12,51,45.224.149.15,9,established,2025-03-09 14:32:39
1090,tcp,45.224.149.15,48,91.106.207.43,8,established,2025-03-10 16:34:30
1091,tcp,170.39.194.40,53,45.224.149.15,9,established,2025-03-09 01:54:39
1092,tcp,128.199.111.205,80,45.224.149.15,9,established,2025-03-10 02:18:59
1093,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-10 06:29:36
1094,tcp,192.168.20.163,4,173.194.210.188,80,established,2025-03-09 19:25:10
1095,tcp,68.183.231.98,34,45.224.149.15,9,established,2025-03-10 10:35:53
1096,tcp,51.38.199.72,443,45.224.149.15,5,established,2025-03-09 13:16:03
1097,tcp,192.168.20.222,5,173.194.217.188,80,established,2025-03-09 23:30:34
1098,tcp,103.175.204.135,80,45.224.149.15,5,established,2025-03-10 21:49:56
1099,tcp,45.224.149.15,55,195.239.64.85,8,established,2025-03-10 01:07:07
1100,tcp,139.59.246.23,51,45.224.149.15,9,established,2025-03-09 09:13:37
1101,tcp,192.168.20.130,5,108.177.11.188,80,established,2025-03-10 16:52:21
1102,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-09 17:21:08
1103,tcp,45.224.149.15,48,188.93.211.17,8,established,2025-03-09 18:07:02
1104,tcp,45.224.149.15,40,199.188.205.22,80,established,2025-03-09 03:08:22
1105,tcp,45.224.149.15,99,167.99.72.41,40,established,2025-03-10 00:38:13
1106,tcp,185.91.127.10,57,45.224.149.15,9,established,2025-03-10 00:09:01
1107,tcp,203.161.47.16,52,45.224.149.15,9,established,2025-03-09 15:21:33
1108,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 00:52:19
1109,tcp,103.140.90.101,4,45.224.149.15,6,established,2025-03-10 11:14:53
1110,tcp,3.135.180.67,443,45.224.149.15,5,established,2025-03-09 11:54:27
1111,tcp,45.224.149.15,99,157.245.7.255,4,established,2025-03-10 11:20:14
1112,tcp,95.163.238.143,8,45.224.149.15,5,established,2025-03-09 00:09:28
1113,tcp,45.224.149.15,99,139.59.234.8,50,established,2025-03-09 03:52:35
1114,tcp,192.168.20.17,40,74.125.134.188,80,established,2025-03-10 15:48:35
1115,tcp,170.39.194.20,57,45.224.149.15,9,established,2025-03-09 09:01:09
1116,tcp,104.248.144.152,80,45.224.149.15,9,established,2025-03-09 00:13:16
1117,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-09 22:57:15
1118,tcp,199.189.85.9,609,45.224.149.15,9,established,2025-03-09 09:23:08
1119,tcp,45.224.149.15,60,31.129.97.241,8,established,2025-03-09 03:22:14
1120,tcp,192.168.20.163,4,167.82.86.73,44,established,2025-03-10 21:22:13
1121,tcp,45.224.149.15,55,91.106.207.43,8,established,2025-03-09 03:29:26
1122,tcp,192.168.20.142,3,142.250.78.10,4,established,2025-03-10 11:51:44
1123,tcp,45.224.149.15,46,162.0.215.33,44,established,2025-03-09 16:03:18
1124,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-09 13:14:40
1125,tcp,192.64.117.94,44,45.224.149.15,4,established,2025-03-10 10:43:50
1126,tcp,172.8.26.5,40798,23.43.173.164,4,established,2025-03-09 07:55:20
1127,tcp,45.224.149.15,54,109.194.54.42,8,established,2025-03-09 10:56:30
1128,tcp,45.224.149.15,99,139.59.234.8,34,established,2025-03-10 06:22:52
1129,tcp,192.168.20.119,5,163.70.152.34,4,established,2025-03-10 15:18:21
1130,tcp,45.224.149.15,49,162.0.215.33,44,established,2025-03-10 15:40:24
1131,tcp,45.224.149.15,51,95.163.239.138,80,established,2025-03-10 08:17:06
1132,tcp,89.169.36.113,52,45.224.149.15,9,established,2025-03-09 17:00:15
1133,tcp,192.168.20.168,4,74.125.134.188,80,established,2025-03-09 02:58:25
1134,tcp,95.129.234.27,44,45.224.149.15,5,established,2025-03-10 18:06:14
1135,tcp,45.224.149.15,50,31.129.97.241,8,established,2025-03-09 04:09:36
1136,tcp,192.168.20.248,4,108.177.12.188,80,established,2025-03-09 01:06:25
1137,tcp,31.129.97.241,80,45.224.149.15,4,established,2025-03-10 14:57:24
1138,tcp,192.168.20.113,3,108.177.12.188,80,established,2025-03-09 10:39:24
1139,tcp,45.224.149.15,41,31.129.97.241,8,established,2025-03-10 01:43:16
1140,tcp,199.212.57.88,44,45.224.149.15,3,established,2025-03-09 21:00:15
1141,tcp,31.129.97.241,80,45.224.149.15,4,established,2025-03-10 00:48:48
1142,tcp,170.39.194.215,3,45.224.149.15,9,established,2025-03-10 10:52:21
1143,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-09 03:52:45
1144,tcp,68.183.231.75,54,45.224.149.15,9,established,2025-03-09 19:43:45
1145,tcp,192.168.20.22,46,23.43.173.169,4,established,2025-03-10 05:55:27
1146,tcp,45.224.149.15,42,162.0.232.216,4,established,2025-03-10 09:19:44
1147,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-10 03:49:39
1148,tcp,202.95.15.108,44,45.224.149.15,5,established,2025-03-10 21:14:47
1149,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-09 22:35:09
1150,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-09 20:52:06
1151,tcp,45.224.149.15,40,95.163.239.138,80,established,2025-03-09 05:50:12
1152,tcp,135.181.60.212,4,45.224.149.15,3,established,2025-03-09 04:35:25
1153,tcp,178.128.21.191,3,45.224.149.15,9,established,2025-03-09 09:30:01
1154,tcp,45.224.149.15,33,188.93.211.17,8,established,2025-03-10 11:27:43
1155,tcp,192.168.20.163,3,146.75.30.73,44,established,2025-03-10 02:42:10
1156,tcp,45.224.149.15,44,195.239.64.191,80,established,2025-03-09 10:33:38
1157,tcp,103.136.182.109,80,45.224.149.15,4,established,2025-03-09 14:36:03
1158,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 21:02:06
1159,tcp,192.168.20.168,5,173.194.212.188,80,established,2025-03-10 19:52:42
1160,tcp,207.38.88.119,39,45.224.149.15,9,established,2025-03-09 20:22:27
1161,tcp,45.224.149.15,99,176.65.128.69,3,established,2025-03-09 07:20:19
1162,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-09 04:37:06
1163,tcp,103.169.35.190,4,45.224.149.15,4,established,2025-03-10 21:00:17
1164,tcp,38.180.249.152,4,45.224.149.15,3,established,2025-03-10 08:14:43
1165,tcp,178.128.241.124,80,45.224.149.15,9,established,2025-03-09 12:07:13
